Carrier,Activity,Data_Direction,LTE_Signal_Strength,Final_Test_Speed,Network_Types
B,Outdoor,Upload,-114.6666667,1325.469288,LTE
B,Outdoor,Upload,-91.5,5360.646824,LTE
B,Outdoor,Upload,-91.5,4272.979229,LTE
B,Outdoor,Upload,-91.5,5592.939034,LTE
B,Outdoor,Upload,-91,5531.692581,LTE
B,Outdoor,Upload,-88,4447.683661,LTE
B,Outdoor,Upload,-89,3552.718063,LTE
B,Outdoor,Upload,-87.5,2933.252777,LTE
B,Outdoor,Upload,-87,3039.466785,LTE
B,Outdoor,Upload,-88,2875.343774,LTE
B,Outdoor,Upload,,164.3570953,1xRTT
B,Outdoor,Upload,,284.4904487,eHRPD
B,Outdoor,Upload,,37.02410308,eHRPD
B,Outdoor,Upload,,389.988673,eHRPD
B,Outdoor,Upload,,338.4898367,eHRPD
B,Outdoor,Upload,-113.5,942.7807154,LTE
B,Outdoor,Upload,-114,1124.409994,LTE
B,Outdoor,Upload,-114,1750.683994,LTE
B,Outdoor,Upload,-113.3333333,2154.687993,LTE
B,Outdoor,Upload,-113,1200.692871,LTE
B,Outdoor,Upload,-83,5244.772631,LTE
B,Outdoor,Upload,-83,2828.342146,LTE
B,Outdoor,Upload,-84,3985.444852,LTE
B,Outdoor,Upload,-84,4331.842275,LTE
B,Outdoor,Upload,-83.66666667,5641.497279,LTE
B,Outdoor,Upload,-101,5163.552693,LTE
B,Outdoor,Upload,-101,4746.664297,LTE
B,Outdoor,Upload,-100.6666667,3238.591893,LTE
B,Outdoor,Upload,-100,5746.409596,LTE
B,Outdoor,Upload,-102,5958.810931,LTE
C,Drive,Download,-96,10722.19413,"HSPA,LTE,HSPA+"
C,Drive,Download,-78.66666667,45887.56913,LTE
C,Drive,Download,-102.3333333,6911.990131,LTE
C,Drive,Download,-104.5,4165.152152,LTE
C,Drive,Download,-85.5,13613.57275,LTE
C,Drive,Download,-92.33333333,22843.60695,LTE
C,Drive,Download,-102.3333333,8948.64147,LTE
C,Drive,Download,-104,5765.044398,LTE
C,Drive,Download,-104,5390.081448,LTE
C,Drive,Download,-104.5,4558.685218,LTE
C,Drive,Download,-99.66666667,6583.2153,LTE
C,Drive,Download,-74.33333333,24368.50993,LTE
C,Drive,Download,-83.66666667,25997.57706,LTE
C,Drive,Download,-102,21027.57549,LTE
C,Drive,Download,-103.3333333,17368.89694,LTE
C,Drive,Download,-98.5,8669.86754,LTE
C,Drive,Download,-84,25135.64391,LTE
C,Drive,Download,-98,16046.06399,LTE
C,Drive,Download,-101.3333333,12875.06207,LTE
C,Drive,Download,-98,18284.16486,LTE
C,Drive,Download,-99,,LTE
C,Drive,Download,-72,23440.78559,LTE
C,Drive,Download,-74.5,35279.93123,LTE
C,Drive,Download,-92.5,24968.02186,LTE
C,Drive,Download,-93.66666667,13348.10013,LTE
C,Drive,Download,-86,15133.08986,LTE
C,Drive,Download,-92.33333333,43375.48831,LTE
C,Drive,Download,-89.5,17777.09451,LTE
C,Drive,Download,-89,25790.50204,LTE
C,Drive,Download,-105,23908.1029,LTE
C,Drive,Download,-100.6666667,23775.10813,LTE
C,Drive,Download,-99,27357.77558,LTE
C,Drive,Download,-95,27930.9315,LTE
C,Drive,Download,-95.5,13384.62355,LTE
C,Drive,Download,-94.5,13992.64427,LTE
C,Drive,Download,-99.5,5051.98524,LTE
C,Drive,Download,-100,12334.22004,LTE
C,Drive,Download,-99,10864.43823,LTE
C,Drive,Download,-99.5,7278.176145,LTE
C,Drive,Download,-91.66666667,1508.368057,LTE
C,Drive,Download,-92.33333333,11487.59834,LTE
C,Drive,Download,-86,17160.51403,LTE
C,Drive,Download,-86.33333333,4314.723501,LTE
C,Drive,Download,-90,19670.16191,LTE
C,Drive,Download,-93.33333333,12034.91344,LTE
C,Drive,Download,-87,6324.284067,LTE
C,Drive,Download,-94.33333333,5207.565751,LTE
C,Drive,Download,-99,9933.557088,LTE
C,Drive,Download,-74,27653.44619,LTE
C,Drive,Download,-73,8334.314,LTE
C,Drive,Download,-85.66666667,21293.58209,LTE
C,Drive,Download,-97.33333333,11270.61706,LTE
C,Drive,Download,-99.25,7427.350665,LTE
C,Drive,Download,-97,16429.30021,LTE
C,Drive,Download,-94.33333333,17629.10441,LTE
C,Drive,Download,-99,11772.86492,LTE
C,Drive,Download,-81,14538.02461,LTE
C,Drive,Download,-82,14848.71438,LTE
C,Drive,Download,-76,19511.95164,LTE
C,Drive,Download,-97,36325.48687,LTE
C,Drive,Download,-80,24793.41157,LTE
C,Drive,Download,-83.5,4976.084595,LTE
C,Drive,Download,-93.5,17565.87766,LTE
C,Drive,Download,-73.66666667,33260.5998,LTE
C,Drive,Download,-100.6666667,10303.13965,LTE
C,Drive,Download,-89,22795.86656,LTE
C,Drive,Download,-86,32828.93323,LTE
C,Drive,Download,-82,38579.23296,LTE
C,Drive,Download,-97.33333333,25295.6612,LTE
C,Drive,Download,-94,38485.40243,LTE
C,Drive,Download,-99.25,14034.5182,LTE
C,Drive,Download,-95,35582.78701,LTE
C,Drive,Download,-99,11224.64764,LTE
C,Drive,Download,-94.75,16188.22076,LTE
C,Drive,Download,-83.66666667,23990.66966,LTE
C,Drive,Download,-94,26302.08295,LTE
C,Drive,Download,-75,29401.06682,LTE
C,Drive,Download,-85,19897.80815,LTE
C,Drive,Download,-90.5,46491.04337,LTE
C,Drive,Download,-83,41244.88993,LTE
C,Drive,Download,-96,13520.9421,LTE
C,Drive,Download,-102.3333333,1194.296097,LTE
C,Drive,Download,-95.5,21997.91247,LTE
C,Drive,Download,-94.33333333,23858.88342,LTE
C,Drive,Download,-82,15931.97942,LTE
C,Drive,Download,-79,11316.88611,LTE
C,Drive,Download,-91.66666667,5018.832973,LTE
C,Drive,Download,-89,30352.64596,LTE
C,Drive,Download,-92,37303.62355,LTE
C,Drive,Download,-94,30025.52834,LTE
C,Drive,Download,-92,29053.33819,LTE
C,Drive,Download,-92,22588.06553,LTE
C,Drive,Download,-94.5,33237.22467,LTE
C,Drive,Download,-96.33333333,13473.21461,LTE
C,Drive,Download,-108.3333333,14871.96062,LTE
C,Drive,Download,-104,10148.55392,LTE
C,Drive,Download,-79.33333333,23269.81901,LTE
C,Drive,Download,-85.33333333,10963.24779,LTE
C,Drive,Download,-86,9342.599794,LTE
C,Drive,Download,-80,13675.45152,LTE
C,Drive,Download,-89.66666667,14731.51217,LTE
C,Drive,Download,-76,20871.46724,LTE
C,Drive,Download,-99.66666667,26976.62003,LTE
C,Drive,Download,-85,6434.291847,LTE
C,Drive,Download,-99,4926.414151,LTE
C,Drive,Download,-89,22636.92144,LTE
C,Drive,Download,-92.66666667,19488.89194,LTE
C,Drive,Download,-81,25972.16499,LTE
C,Drive,Download,-98,5540.372237,LTE
C,Drive,Download,-91.5,16607.16154,LTE
C,Drive,Download,-91.66666667,18555.75593,LTE
C,Drive,Download,-105.5,4608.224185,LTE
C,Drive,Download,-94,11003.14782,LTE
C,Drive,Download,-106,3173.643181,LTE
C,Drive,Download,-97,7880.67315,LTE
C,Drive,Download,-98.33333333,12899.5127,LTE
C,Drive,Download,-89.5,34334.72758,LTE
C,Drive,Download,-94,21932.46236,LTE
C,Drive,Download,-73.33333333,50519.69287,LTE
C,Drive,Download,-84.33333333,13867.49409,LTE
C,Drive,Download,-104.6666667,2803.974948,LTE
C,Drive,Download,-89.5,26994.36149,LTE
C,Drive,Download,-95.33333333,7241.130612,LTE
C,Drive,Download,-100,3971.270229,LTE
C,Drive,Download,-102,9198.4335,LTE
C,Drive,Download,-98,9206.265159,LTE
C,Drive,Download,-102,4777.184987,LTE
C,Drive,Download,-104,9074.238227,LTE
C,Drive,Download,-82,2244.520115,LTE
C,Drive,Download,-88.66666667,8868.216836,LTE
C,Drive,Download,-94,16742.74571,LTE
C,Drive,Download,-108.6666667,17008.46239,LTE
C,Drive,Download,-98,29230.06828,LTE
C,Drive,Download,-101,4873.063703,LTE
C,Drive,Download,-116,6369.754318,LTE
C,Drive,Download,-98.33333333,34681.40298,LTE
C,Drive,Download,-109,12113.9834,LTE
C,Drive,Download,,6342.838043,"HSPA,HSPA+"
C,Drive,Download,-102,6440.689112,LTE
C,Drive,Download,-97.66666667,6588.023693,LTE
C,Drive,Download,-100.3333333,3676.058269,LTE
C,Drive,Download,-112,3331.206007,LTE
C,Drive,Download,-93.5,14553.89829,LTE
C,Drive,Download,-101,3262.783621,LTE
C,Drive,Download,-112,4625.241411,LTE
C,Drive,Download,-112,4956.985454,LTE
C,Drive,Download,-93,20906.10344,LTE
C,Drive,Download,-108,4953.679237,LTE
C,Drive,Download,-78,26219.93125,LTE
C,Drive,Download,-83.5,12127.55013,LTE
C,Drive,Download,-75,36081.77668,LTE
C,Drive,Download,-93.66666667,4598.101316,LTE
C,Drive,Download,-89.66666667,2423.646982,LTE
C,Drive,Download,-99,5485.16919,LTE
C,Drive,Download,-110.5,6887.141118,LTE
C,Drive,Download,-102.6666667,6068.330451,LTE
C,Drive,Download,-99.5,2068.291478,LTE
C,Drive,Download,-97,19705.25363,LTE
C,Drive,Download,-100,4900.313443,LTE
C,Drive,Download,-102,3869.776335,LTE
C,Drive,Download,-98.33333333,8477.265119,LTE
C,Drive,Download,-96,10844.78867,LTE
C,Drive,Download,-95,4147.728671,LTE
C,Drive,Download,-121.3333333,155.1818499,LTE
C,Drive,Download,-102,,LTE
C,Drive,Download,-79,27784.2696,LTE
C,Drive,Download,-78,22037.67622,LTE
C,Drive,Download,-97.5,13100.59937,LTE
C,Drive,Download,-77.66666667,28918.55689,LTE
C,Drive,Download,-101,4579.538035,LTE
C,Drive,Download,-75,28615.39595,LTE
C,Drive,Download,-104.5,24127.58097,LTE
C,Drive,Download,-111,5162.895036,LTE
C,Drive,Download,-108,12567.75774,LTE
C,Drive,Download,-109.5,8656.999536,LTE
C,Drive,Download,-107,14891.74755,LTE
C,Drive,Download,-110,14786.93527,LTE
C,Drive,Download,-114,9524.996388,LTE
C,Drive,Download,-108,16741.60767,LTE
C,Drive,Download,-110.75,12468.93799,LTE
C,Drive,Download,-110.3333333,14283.45962,LTE
C,Drive,Download,-113,10638.20451,LTE
C,Drive,Download,-110,15628.1527,LTE
C,Drive,Download,-104.3333333,10462.85867,LTE
C,Drive,Download,-75.5,32161.13189,LTE
C,Drive,Download,-89.5,30870.51342,LTE
C,Drive,Download,-89.66666667,21126.02578,LTE
C,Drive,Download,-91,31308.97937,LTE
C,Drive,Download,-86,20676.99246,LTE
C,Drive,Download,-80,20591.75163,LTE
C,Drive,Download,-84.33333333,18774.89588,LTE
C,Drive,Download,-100.3333333,9925.53526,LTE
C,Drive,Download,-103.5,10523.70709,LTE
C,Drive,Download,-97.5,13072.03689,LTE
C,Drive,Download,-87.5,37017.22404,LTE
C,Drive,Download,-84,34559.47764,LTE
C,Drive,Download,-82.66666667,32168.55749,LTE
C,Drive,Download,-83.5,27351.9168,LTE
C,Drive,Download,-73.5,48792.46328,LTE
C,Drive,Download,-74,26757.19596,LTE
C,Drive,Download,-73,15157.54867,LTE
C,Drive,Download,-72,18817.79897,LTE
C,Drive,Download,-98,15111.76606,LTE
C,Drive,Download,-90.66666667,10154.93957,LTE
C,Drive,Download,-91.33333333,13959.49813,LTE
C,Drive,Download,-86,9285.106725,LTE
C,Drive,Download,-82,12049.43187,LTE
C,Drive,Download,-80.66666667,17831.34029,LTE
C,Drive,Download,-90,4578.548211,LTE
C,Drive,Download,-82,5141.87292,LTE
C,Drive,Download,-88,26093.55341,LTE
C,Drive,Download,-96,2669.799303,LTE
C,Drive,Download,-86,29544.22275,LTE
C,Drive,Download,-77,29993.63163,LTE
C,Drive,Download,-76,31719.2088,LTE
C,Drive,Download,-76.75,33600.04286,LTE
C,Drive,Download,-104.5,30437.32084,LTE
C,Drive,Download,-78,25810.77355,LTE
C,Drive,Download,-95.5,14215.5837,LTE
C,Drive,Download,-92,33474.09801,LTE
C,Drive,Download,-94,36141.86094,LTE
C,Drive,Download,-101.3333333,17571.01578,LTE
C,Drive,Download,-100.3333333,13296.38038,LTE
C,Drive,Download,-90,29035.69838,LTE
C,Drive,Download,-95.5,10920.22593,LTE
C,Drive,Download,-72.5,,LTE
C,Drive,Download,-106,5961.391591,LTE
C,Drive,Download,-88,31738.77141,LTE
C,Drive,Download,-89,29860.52109,LTE
C,Drive,Download,-82,27093.82087,LTE
C,Drive,Download,-113,6238.847462,LTE
C,Drive,Download,-114.3333333,3572.256453,LTE
C,Drive,Download,-94,16348.35188,LTE
C,Drive,Download,-76,34348.74933,LTE
C,Drive,Download,-76.66666667,16554.99895,LTE
C,Drive,Download,-102,3859.04628,LTE
C,Drive,Download,-93,7145.71281,LTE
C,Drive,Download,-91.5,10971.96847,LTE
C,Drive,Download,-103.5,2700.127428,LTE
C,Drive,Download,-100,3046.828904,LTE
C,Drive,Download,-97.33333333,14523.74543,LTE
C,Drive,Download,-97.5,8293.016411,LTE
C,Drive,Download,-100.3333333,9532.09178,LTE
C,Drive,Download,-109,26800.99458,LTE
C,Drive,Download,,5333.42867,"HSPA,HSPA+"
C,Drive,Download,-95.33333333,16175.27273,LTE
C,Drive,Download,-91,20503.70748,LTE
C,Drive,Download,-106.3333333,711.6835327,LTE
C,Drive,Download,-100,2678.539761,LTE
C,Drive,Download,-110.5,6072.746764,LTE
C,Drive,Download,-101,1302.687366,LTE
C,Drive,Download,-84,27530.74211,LTE
C,Drive,Download,-85.66666667,13037.98089,LTE
C,Drive,Download,-102,4129.317908,LTE
C,Drive,Download,-101.5,2793.419135,LTE
C,Drive,Download,-100.3333333,6073.701943,LTE
C,Drive,Download,-105,8634.826759,LTE
C,Drive,Download,-93.33333333,9028.653229,LTE
C,Drive,Download,-102,3770.561919,LTE
C,Drive,Download,-73,14193.07882,LTE
C,Drive,Download,-98.66666667,4975.997111,LTE
C,Drive,Download,-99.66666667,11615.71094,LTE
C,Drive,Download,-82,29777.63131,LTE
C,Drive,Download,-79,10021.94422,LTE
C,Drive,Download,-76.5,40485.30535,LTE
C,Drive,Download,,,HSPA+
C,Drive,Download,,1652.500362,"HSPA,HSPA+"
C,Drive,Download,,3278.850394,"HSPA,HSPA+"
C,Drive,Download,,2822.566402,"HSPA,HSPA+"
C,Drive,Download,-96,30275.00855,LTE
C,Drive,Download,-97,6968.002059,LTE
C,Drive,Download,-75,15542.46711,LTE
C,Drive,Download,-71,37547.10648,LTE
C,Drive,Download,-69,42309.85647,LTE
C,Drive,Download,-71,47885.99923,LTE
C,Drive,Download,-69.5,38936.44685,LTE
C,Drive,Download,-69,24315.98218,LTE
C,Drive,Download,-98.5,23190.9239,LTE
C,Drive,Download,-76.5,25044.61039,LTE
C,Drive,Download,-82,11157.42612,LTE
C,Drive,Download,-94.5,16849.80683,LTE
C,Drive,Download,-113,6297.45135,LTE
C,Drive,Download,-95.33333333,7448.203996,LTE
C,Drive,Download,-73,34987.11707,LTE
C,Drive,Download,-110.5,1581.780397,LTE
C,Drive,Download,-114,4636.721791,LTE
C,Drive,Download,-96.66666667,18777.33835,LTE
C,Drive,Download,-94,11480.94926,LTE
C,Drive,Download,-98,3340.364684,LTE
C,Drive,Download,-97.33333333,7458.232782,LTE
C,Drive,Download,-78,37871.34745,LTE
C,Drive,Download,-99,26762.20509,LTE
C,Drive,Download,-89,31911.18347,LTE
C,Drive,Download,-89,42401.58603,LTE
C,Drive,Download,-86,16664.36314,LTE
C,Drive,Download,-101,8601.042129,LTE
C,Drive,Download,-97,4443.927063,LTE
C,Drive,Download,-77.5,5068.009753,LTE
C,Drive,Download,-88,30980.65901,LTE
C,Drive,Download,-77,34107.58866,LTE
C,Drive,Download,-100.6666667,3841.523926,LTE
C,Drive,Download,-101,2676.226353,LTE
C,Drive,Download,-98,4296.025038,LTE
C,Drive,Download,-101,3899.559237,LTE
C,Drive,Download,-92.66666667,8678.684862,LTE
C,Drive,Download,-87.66666667,18626.27777,LTE
C,Drive,Download,-106.5,3571.048759,LTE
C,Drive,Download,-117.3333333,1523.274893,LTE
C,Drive,Download,-91,25478.74065,LTE
C,Drive,Download,-104.6666667,1275.637902,LTE
C,Drive,Download,-98.66666667,2071.530549,LTE
C,Drive,Download,-75,24779.84227,LTE
C,Drive,Download,-81,17426.59453,LTE
C,Drive,Download,-97.33333333,6808.013521,LTE
C,Drive,Download,-89,39251.43027,LTE
C,Drive,Download,-82.33333333,30951.90903,LTE
C,Drive,Download,-85,33314.78412,LTE
C,Drive,Download,-103.3333333,18669.49875,LTE
C,Drive,Download,-91.66666667,16844.49794,LTE
C,Drive,Download,-74,18301.05888,LTE
C,Drive,Download,-76.66666667,15074.98082,LTE
C,Drive,Download,-98.5,13316.63348,LTE
C,Drive,Download,-100,3332.186562,LTE
C,Drive,Download,-98,2323.268285,LTE
C,Drive,Download,-92,6072.541187,LTE
C,Drive,Download,-88,11137.22034,LTE
C,Drive,Download,-98.5,11896.0907,LTE
C,Drive,Download,-75,8822.927835,LTE
C,Drive,Download,-79.33333333,15261.97316,LTE
C,Drive,Download,-109,1751.372759,LTE
C,Drive,Download,-101,2623.937333,LTE
C,Drive,Download,-95.5,13355.92787,LTE
C,Drive,Download,-95,9677.621588,LTE
C,Drive,Download,-100,4089.056449,LTE
C,Drive,Download,-82.75,12393.98041,LTE
C,Drive,Download,-76.5,9886.720659,LTE
C,Drive,Download,-87.5,8774.788981,LTE
C,Drive,Download,-83,13168.6964,LTE
C,Drive,Download,-80,49140.42744,LTE
C,Drive,Download,-88.66666667,14872.72627,LTE
C,Drive,Download,-90.5,8622.892365,LTE
C,Drive,Download,-70.66666667,6462.559402,LTE
C,Drive,Download,-71.66666667,11494.03099,LTE
C,Drive,Download,-88.33333333,4818.91299,LTE
C,Drive,Download,-83.5,15201.29749,LTE
C,Drive,Download,-96,15473.83828,LTE
C,Drive,Download,-94.5,17264.80832,LTE
C,Drive,Download,-95,22484.81371,LTE
C,Drive,Download,-95,11754.79304,LTE
C,Drive,Download,-90,24432.65313,LTE
C,Drive,Download,-85,23197.08881,LTE
C,Drive,Download,-82.5,41427.97711,LTE
C,Drive,Download,-93,12785.38628,LTE
C,Drive,Download,-103,4137.933193,LTE
C,Drive,Download,-100,11886.3657,LTE
C,Drive,Download,-81,18583.18936,LTE
C,Drive,Download,-98.66666667,31236.74379,LTE
C,Drive,Download,-92.5,25330.5858,LTE
C,Drive,Download,-86.33333333,14680.49164,LTE
C,Drive,Download,-87,34750.0377,LTE
C,Drive,Download,-84,22640.20407,LTE
C,Drive,Download,-100,9971.663565,LTE
C,Drive,Download,-79.33333333,50259.86569,LTE
C,Drive,Download,-94.5,3995.740061,LTE
C,Drive,Download,-98.33333333,12145.77997,LTE
C,Drive,Download,-102.5,9899.173663,LTE
C,Drive,Download,-103.6666667,1607.89972,LTE
C,Drive,Download,-100.5,6059.470517,LTE
C,Drive,Download,-84.5,7678.167696,LTE
C,Drive,Download,-73.66666667,15736.13404,LTE
C,Drive,Download,-75,6097.447048,LTE
C,Drive,Download,-94,1757.91979,LTE
C,Drive,Download,-96,5644.624955,LTE
C,Drive,Download,-97,2211.258395,LTE
C,Drive,Download,-98,4253.050441,LTE
C,Drive,Download,-100,2880.329625,LTE
C,Drive,Download,-103.6666667,8765.058684,LTE
C,Drive,Download,-102,3002.076652,LTE
C,Drive,Download,-83,31886.80685,LTE
C,Drive,Download,-77,31227.13982,LTE
C,Drive,Download,-92.5,11688.75093,LTE
C,Drive,Download,-96.5,8299.779131,LTE
C,Drive,Download,-92,13884.77847,LTE
C,Drive,Download,-73,28086.80207,LTE
C,Drive,Download,-101,7544.781856,LTE
C,Drive,Download,-91,23629.0936,LTE
C,Drive,Download,-95.33333333,23366.03029,LTE
C,Drive,Download,-94,23894.80008,LTE
C,Drive,Download,-94,28571.10398,LTE
C,Drive,Download,-93,30020.66715,LTE
C,Drive,Download,-80,5335.733237,LTE
C,Drive,Download,-86,12758.07215,LTE
C,Drive,Download,-89,11214.25701,LTE
C,Drive,Download,-93.33333333,11975.70386,LTE
C,Drive,Download,-81,52573.29745,LTE
C,Drive,Download,-89.5,19540.72532,LTE
C,Drive,Download,-84,27780.16062,LTE
C,Drive,Download,-99,16451.91567,LTE
C,Drive,Download,-80,28862.42497,LTE
C,Drive,Download,-103.5,24267.88567,LTE
C,Drive,Download,-98,26660.71361,LTE
C,Drive,Download,-95.66666667,8797.740818,LTE
C,Drive,Download,-88.66666667,11162.99172,LTE
C,Drive,Download,-80.66666667,45236.39296,LTE
C,Drive,Download,-99,24188.20692,LTE
C,Drive,Download,-94.5,5252.889311,LTE
C,Drive,Download,-81.33333333,14087.43538,LTE
C,Drive,Download,-103.6666667,3960.392552,LTE
C,Drive,Download,-80.33333333,11559.72822,LTE
C,Drive,Download,-100.5,3456.670423,LTE
C,Drive,Download,-86,8790.623114,LTE
C,Drive,Download,-91.33333333,26152.36119,LTE
C,Drive,Download,-75.33333333,27317.78573,LTE
C,Drive,Download,-92,18541.53897,LTE
C,Drive,Download,-98,20060.64103,LTE
C,Drive,Download,-103.5,26942.84617,LTE
C,Drive,Download,-99,13682.10071,LTE
C,Drive,Download,-83,26303.26124,LTE
C,Drive,Download,-93,10997.54112,LTE
C,Drive,Download,-102.5,26006.08898,LTE
C,Drive,Download,-112.3333333,1337.615651,LTE
C,Drive,Download,-106.5,10178.97992,LTE
C,Drive,Download,-96,18548.59503,LTE
C,Drive,Download,-75.5,17378.05524,LTE
C,Drive,Download,-101.6666667,23438.37754,LTE
C,Drive,Download,-95,21408.25675,LTE
C,Drive,Download,-101,16086.70468,LTE
C,Drive,Download,-95.66666667,26059.8444,LTE
C,Drive,Download,-102,11352.86087,LTE
C,Drive,Download,-93.33333333,5288.743036,LTE
C,Drive,Download,-97,20237.30253,LTE
C,Drive,Download,-92.5,14349.00147,LTE
C,Drive,Download,-74.66666667,27920.14112,LTE
C,Drive,Download,-89.5,13098.35023,LTE
C,Drive,Download,-97,12677.66814,LTE
C,Drive,Download,-85.5,10949.61832,LTE
C,Drive,Download,-87.66666667,14139.53092,LTE
C,Drive,Download,-104,9815.112712,LTE
C,Drive,Download,-87.66666667,26672.22529,LTE
C,Drive,Download,-82.66666667,48541.7147,LTE
C,Drive,Download,-96,40912.38813,LTE
C,Drive,Download,-88,28170.37873,LTE
C,Drive,Download,-89.33333333,32212.60671,LTE
C,Drive,Download,-93,33464.79621,LTE
C,Drive,Download,-96,35001.28406,LTE
C,Drive,Download,-95.5,34533.78814,LTE
C,Drive,Download,-97.5,20181.75901,LTE
C,Drive,Download,-82,32068.78858,LTE
C,Drive,Download,-82,25719.15753,LTE
C,Drive,Download,-95,18544.142,LTE
C,Drive,Download,-76.5,29829.13421,LTE
C,Drive,Download,-92,1882.280336,LTE
C,Drive,Download,-98.5,3337.973351,LTE
C,Drive,Download,-110.5,1975.565995,LTE
C,Drive,Download,-92.5,18109.63165,LTE
C,Drive,Download,-93.66666667,16454.62387,LTE
C,Drive,Download,-69,25398.55375,LTE
C,Drive,Download,-87.33333333,42996.93141,LTE
C,Drive,Download,-98,6517.097312,LTE
C,Drive,Download,-87,14480.56035,LTE
C,Drive,Download,-112.6666667,7377.845694,LTE
C,Drive,Download,-109,2838.107263,LTE
C,Drive,Download,-113.3333333,4009.392674,LTE
C,Drive,Download,-101.5,30391.20468,LTE
C,Drive,Download,-86,23168.61627,LTE
C,Drive,Download,-88,31156.58197,LTE
C,Drive,Download,-109.3333333,10267.75792,LTE
C,Drive,Download,-86.33333333,19994.52561,LTE
C,Drive,Download,-86.66666667,13698.91247,LTE
C,Drive,Download,-93,5976.461968,LTE
C,Drive,Download,-82.33333333,27240.30832,LTE
C,Drive,Download,-101.3333333,3004.63624,LTE
C,Drive,Download,-94.66666667,4630.203745,LTE
C,Drive,Download,-87,28255.2074,LTE
C,Drive,Download,-85,28008.7156,LTE
C,Drive,Download,-100,17275.32674,LTE
C,Drive,Download,-99,14366.01615,LTE
C,Drive,Download,-98,16486.49737,LTE
C,Drive,Download,-106,4396.450721,LTE
C,Drive,Download,-97,1968.80967,LTE
C,Drive,Download,-89.66666667,16259.01297,LTE
C,Drive,Download,-82,12773.11427,LTE
C,Drive,Download,-77.5,28516.82528,LTE
C,Drive,Download,-94,5786.54529,LTE
C,Drive,Download,-97.66666667,6291.838017,LTE
C,Drive,Download,-89.66666667,10922.06947,LTE
C,Drive,Download,-109.5,6399.070721,LTE
C,Drive,Download,-99,8860.480827,LTE
C,Drive,Download,-100.5,6993.4694,LTE
C,Drive,Download,-89,5101.298188,LTE
C,Drive,Download,-88,38631.2505,LTE
C,Drive,Download,-76.66666667,43566.28868,LTE
C,Drive,Download,-92.5,20082.35015,LTE
C,Drive,Download,-93,11364.30051,LTE
C,Drive,Download,-78.33333333,40358.0601,LTE
C,Drive,Download,-83.66666667,31428.78815,LTE
C,Drive,Download,-88,30252.5482,LTE
C,Drive,Download,-74.5,34867.47751,LTE
C,Drive,Download,-78.66666667,44372.73663,LTE
C,Drive,Download,-78,9888.280957,LTE
C,Drive,Download,-96.5,13019.03094,LTE
C,Drive,Download,-93,,LTE
C,Drive,Download,-93,19751.97338,LTE
C,Drive,Download,-93,14568.18075,LTE
C,Drive,Download,-86.66666667,30479.90399,LTE
C,Drive,Download,-78,59746.40497,LTE
C,Drive,Download,-101.3333333,14891.90899,LTE
C,Drive,Download,-82.33333333,10174.45875,LTE
C,Drive,Download,-79,50015.52239,LTE
C,Drive,Download,-84,57123.78019,LTE
C,Drive,Download,-102,21356.95492,LTE
C,Drive,Download,-77.5,13137.07559,LTE
C,Drive,Download,-80,43598.11069,LTE
C,Drive,Download,-78.66666667,24749.75885,LTE
C,Drive,Download,-81.5,52698.58066,LTE
C,Drive,Download,-91,34190.0406,LTE
C,Drive,Download,-98,21074.05154,LTE
C,Drive,Download,-94.75,22103.03367,LTE
C,Drive,Download,-97.5,14400.59091,LTE
C,Drive,Download,-85.5,16088.11546,LTE
C,Drive,Download,-75,14777.69413,LTE
C,Drive,Download,-99,14557.22896,LTE
C,Drive,Download,-94,18069.32345,LTE
C,Drive,Download,-104.5,13257.06056,LTE
C,Drive,Download,-100.6666667,9263.126391,LTE
C,Drive,Download,-92.33333333,25303.97572,LTE
C,Drive,Download,-88.5,23984.43386,LTE
C,Drive,Download,-98.33333333,17646.16169,LTE
C,Drive,Download,-104.5,22078.76267,LTE
C,Drive,Download,-95,19913.02226,LTE
C,Drive,Download,-103.5,18927.08146,LTE
C,Drive,Download,-93.5,23306.54992,LTE
C,Drive,Download,-81,34520.10505,LTE
C,Drive,Download,-103,12602.61275,LTE
C,Drive,Download,-108,13897.96317,LTE
C,Drive,Download,-98.5,19903.91257,LTE
C,Drive,Download,-75.66666667,21702.41745,LTE
C,Drive,Download,-97.66666667,11884.07611,LTE
C,Drive,Download,-104,12079.234,LTE
C,Drive,Download,-85.5,22598.65914,LTE
C,Drive,Download,-93,17722.13235,LTE
C,Drive,Download,-95.5,13293.82299,LTE
C,Drive,Download,-85,14091.0966,LTE
C,Drive,Download,-83,15132.58437,LTE
C,Drive,Download,-90,,LTE
C,Drive,Download,-90,28458.25585,LTE
C,Drive,Download,-89,33877.27326,LTE
C,Drive,Download,-90,32711.34783,LTE
C,Drive,Download,-80.66666667,32394.9211,LTE
C,Drive,Download,-86.5,19006.13041,LTE
C,Drive,Download,-76.5,,LTE
C,Drive,Download,-91,27243.92241,LTE
C,Drive,Download,-90.5,24305.33083,LTE
C,Drive,Download,-103,10952.49704,LTE
C,Drive,Download,-86.5,16416.22493,LTE
C,Drive,Download,-81.5,50442.7497,LTE
C,Drive,Download,-86.5,31352.03945,LTE
C,Drive,Download,-93,21117.16332,LTE
C,Drive,Download,-103,27192.72504,LTE
C,Drive,Download,-102.6666667,19089.80069,LTE
C,Drive,Download,-99,7926.653809,LTE
